epoch,train loss,reg loss
0,11.472399711608887,11.449797630310059
1,11.281942367553711,11.25971794128418
2,11.248080253601074,11.225934028625488
3,11.202672958374023,11.180636405944824
4,11.180058479309082,11.158068656921387
5,11.171354293823242,11.149380683898926
6,11.146732330322266,11.1248197555542
7,11.138021469116211,11.116125106811523
8,11.12087345123291,11.099023818969727
9,11.10207462310791,11.080281257629395
10,11.05318546295166,11.031497955322266
11,11.025888442993164,11.004270553588867
12,11.027606010437012,11.005983352661133
13,11.021051406860352,10.999443054199219
14,11.02406120300293,11.00244140625
15,11.014572143554688,10.992980003356934
16,11.012535095214844,10.990950584411621
17,11.010552406311035,10.988972663879395
18,11.003631591796875,10.982069969177246
19,11.00406265258789,10.982495307922363
20,11.006834983825684,10.985250473022461
21,10.999959945678711,10.978402137756348
22,10.99779224395752,10.976237297058105
23,11.00442123413086,10.982844352722168
24,10.993090629577637,10.971549034118652
25,10.990377426147461,10.968841552734375
26,10.990012168884277,10.968473434448242
27,10.983985900878906,10.962471961975098
28,10.986679077148438,10.9651517868042
29,10.985865592956543,10.964341163635254
30,10.984458923339844,10.96293830871582
31,10.987991333007812,10.966459274291992
32,10.979592323303223,10.958086967468262
33,10.9804105758667,10.958902359008789
34,10.982745170593262,10.961228370666504
35,10.97739315032959,10.955888748168945
36,10.971911430358887,10.950425148010254
37,10.973082542419434,10.951598167419434
38,10.967864036560059,10.946385383605957
39,10.96601390838623,10.944541931152344
40,10.970121383666992,10.948640823364258
41,10.965005874633789,10.9435396194458
42,10.958046913146973,10.93659782409668
43,10.961183547973633,10.939724922180176
44,10.957717895507812,10.936274528503418
45,10.963438034057617,10.941969871520996
46,10.961541175842285,10.940080642700195
47,10.956384658813477,10.934940338134766
48,10.955699920654297,10.93425178527832
49,10.952957153320312,10.931514739990234
50,10.963601112365723,10.942132949829102
51,10.951766967773438,10.930327415466309
52,10.94989013671875,10.928457260131836
53,10.951231002807617,10.929798126220703
54,10.954115867614746,10.932668685913086
55,10.943338394165039,10.921927452087402
56,10.94776439666748,10.926332473754883
57,10.943368911743164,10.921954154968262
58,10.945210456848145,10.923787117004395
59,10.948019981384277,10.92658519744873
60,10.946402549743652,10.924976348876953
61,10.9408540725708,10.91944408416748
62,10.941338539123535,10.919920921325684
63,10.940820693969727,10.919412612915039
64,10.937074661254883,10.915675163269043
65,10.93754768371582,10.916146278381348
66,10.940837860107422,10.91942024230957
67,10.931714057922363,10.910322189331055
68,10.94074535369873,10.919323921203613
69,10.933079719543457,10.911690711975098
70,10.932851791381836,10.911458969116211
71,10.932707786560059,10.911312103271484
72,10.926916122436523,10.905533790588379
73,10.929438591003418,10.908053398132324
74,10.925691604614258,10.904322624206543
75,10.921432495117188,10.900070190429688
76,10.921977043151855,10.90061092376709
77,10.925263404846191,10.903888702392578
78,10.92796516418457,10.906584739685059
79,10.922445297241211,10.901081085205078
80,10.92268180847168,10.901312828063965
81,10.920188903808594,10.898824691772461
82,10.917065620422363,10.89571475982666
83,10.916393280029297,10.89504623413086
84,10.91486644744873,10.893521308898926
85,10.911503791809082,10.890167236328125
86,10.910815238952637,10.889476776123047
87,10.909530639648438,10.888201713562012
88,10.9093017578125,10.887969970703125
89,10.90350341796875,10.882184028625488
90,10.909217834472656,10.887882232666016
91,10.900789260864258,10.879478454589844
92,10.901745796203613,10.880434036254883
93,10.900580406188965,10.8792724609375
94,10.901230812072754,10.879921913146973
95,10.894766807556152,10.873469352722168
96,10.897808074951172,10.876503944396973
97,10.89549732208252,10.8742036819458
98,10.89709186553955,10.8757905960083
99,10.894906997680664,10.873611450195312
100,10.889398574829102,10.868115425109863
101,10.895051002502441,10.87375545501709
102,10.892509460449219,10.871223449707031
103,10.893240928649902,10.871944427490234
104,10.89321231842041,10.87192153930664
105,10.889266967773438,10.867986679077148
106,10.892044067382812,10.870753288269043
107,10.88757038116455,10.866287231445312
108,10.889464378356934,10.868176460266113
109,10.886432647705078,10.865157127380371
110,10.88815975189209,10.866872787475586
111,10.888668060302734,10.867383003234863
112,10.887008666992188,10.865734100341797
113,10.880400657653809,10.859140396118164
114,10.877753257751465,10.856505393981934
115,10.880575180053711,10.85931396484375
116,10.881669998168945,10.860407829284668
117,10.882049560546875,10.860790252685547
118,10.877643585205078,10.856385231018066
119,10.87783145904541,10.856576919555664
120,10.881539344787598,10.86027717590332
121,10.880958557128906,10.859697341918945
122,10.88470458984375,10.863432884216309
123,10.876619338989258,10.855372428894043
124,10.871696472167969,10.850458145141602
125,10.874934196472168,10.853682518005371
126,10.875864028930664,10.854615211486816
127,10.868146896362305,10.846918106079102
128,10.873039245605469,10.85179328918457
129,10.871604919433594,10.850373268127441
130,10.875604629516602,10.854355812072754
131,10.870256423950195,10.849023818969727
132,10.872868537902832,10.851628303527832
133,10.867806434631348,10.846577644348145
134,10.86586856842041,10.844648361206055
135,10.869207382202148,10.847972869873047
136,10.864572525024414,10.843352317810059
137,10.866538047790527,10.84531307220459
138,10.870916366577148,10.849675178527832
139,10.863228797912598,10.842011451721191
140,10.865629196166992,10.844402313232422
141,10.859500885009766,10.838297843933105
142,10.8624849319458,10.841267585754395
143,10.857133865356445,10.835936546325684
144,10.861435890197754,10.840227127075195
145,10.864036560058594,10.842811584472656
146,10.858426094055176,10.8372220993042
147,10.857821464538574,10.836615562438965
148,10.858373641967773,10.837164878845215
149,10.85782527923584,10.836624145507812
150,10.858718872070312,10.837506294250488
151,10.851092338562012,10.82990837097168
152,10.856176376342773,10.834976196289062
153,10.858874320983887,10.837661743164062
154,10.854864120483398,10.83366584777832
155,10.853635787963867,10.832441329956055
156,10.857197761535645,10.835993766784668
157,10.846364974975586,10.825194358825684
158,10.850865364074707,10.82968521118164
159,10.852664947509766,10.831466674804688
160,10.854680061340332,10.83348274230957
161,10.852773666381836,10.831583023071289
162,10.846142768859863,10.824965476989746
163,10.85175609588623,10.830561637878418
164,10.852761268615723,10.831562995910645
165,10.847174644470215,10.825997352600098
166,10.851287841796875,10.830098152160645
167,10.848732948303223,10.82754898071289
168,10.849061012268066,10.827880859375
169,10.842449188232422,10.821283340454102
170,10.84661865234375,10.825441360473633
171,10.843609809875488,10.822433471679688
172,10.839455604553223,10.818303108215332
173,10.844324111938477,10.823147773742676
174,10.841434478759766,10.820272445678711
175,10.850516319274902,10.829327583312988
176,10.838688850402832,10.817534446716309
177,10.839751243591309,10.818594932556152
178,10.839338302612305,10.818181991577148
179,10.849207878112793,10.828020095825195
180,10.842325210571289,10.821163177490234
181,10.841514587402344,10.820343017578125
182,10.838242530822754,10.817089080810547
183,10.844045639038086,10.822870254516602
184,10.837398529052734,10.816247940063477
185,10.837928771972656,10.816780090332031
186,10.839126586914062,10.81796646118164
187,10.838081359863281,10.81692886352539
188,10.831449508666992,10.810315132141113
189,10.837581634521484,10.816428184509277
